,dataSetName,TSid,lat,lon,seasonality_array,season,units,archive,PSM,Corr_prior,Corr_recon,Corr_diff
114,Bullenmerri.Buckley.1972,OLS_R9bib9fXM0c,-38.25,143.12,[ 1  2  3  4  5  6  7  8  9 10 11 12],annual,unitless,Shoreline,get_LakeStatus,-0.10058695054469435,0.5477765970929358,0.6483635476376302
115,RyderPondCapeCodMassachusetts.Winkler.1995,pdRtkSoE1Q93x2JFV5i,41.967,289.969,[ 1  2  3  4  5  6  7  8  9 10 11 12],annual,unitless,LakeSediment,get_LakeStatus,-0.42113108411833977,-0.18272836756821326,0.23840271655012651
116,Kirchner.Brugam.1980,OLS_Rcoxn5kpPMy,44.83,267.23,[ 1  2  3  4  5  6  7  8  9 10 11 12],annual,unitless,Shoreline,get_LakeStatus,0.3316652206010325,0.7566678778992675,0.425002657298235
117,AdleyLakeParkersPrairie.Digerfeldt.1992,pdRrmkVD3TsBOeoXn7g,46.0,265.0,[ 1  2  3  4  5  6  7  8  9 10 11 12],annual,m,LakeSediment,get_LakeStatus,-0.7845341051732588,-0.11206331490842265,0.6724707902648361
118,Lubbock.Green.1962,OLS_RF4kqHZt5Ej,33.63,258.1,[ 1  2  3  4  5  6  7  8  9 10 11 12],annual,unitless,Shoreline,get_LakeStatus,0.518521016721248,0.19857160433680282,-0.31994941238444513
119,Tritrivakely.Burney.1987,OLS_RM81PKgdBEz,-19.78,46.92,[ 1  2  3  4  5  6  7  8  9 10 11 12],annual,unitless,Shoreline,get_LakeStatus,0.21900235205875127,0.11778034813127473,-0.10122200392747653
120,RainbowLakeBeartooths.Shuman.2016,pdRsQ687U7RBI0qSdyE,44.936,250.5,[ 1  2  3  4  5  6  7  8  9 10 11 12],annual,m,LakeSediment,get_LakeStatus,-0.49327479128131624,0.2599059587545233,0.7531807500358396
121,BeaverLake.Schmieder.2011PaleoDIVER,pdRMMxRg4ypwnub7vhk,42.45,259.35,[ 1  2  3  4  5  6  7  8  9 10 11 12],annual,unitless,LakeSediment,get_LakeStatus,-0.9161805719639217,0.7183805892592016,1.6345611612231232
122,Tyrrell.Bowler.1986,OLS_RIAO1405W9b,-35.33,142.78,[ 1  2  3  4  5  6  7  8  9 10 11 12],annual,unitless,Shoreline,get_LakeStatus,-0.09310394185411022,-0.34366397541468646,-0.2505600335605762
123,EnneriBardague.Bottcher.1972,OLS_RphnQDokp38,21.5,17.0,[ 1  2  3  4  5  6  7  8  9 10 11 12],annual,unitless,Shoreline,get_LakeStatus,-0.18630130327189265,-0.05547996293405768,0.13082134033783496
124,Nabta.Wendorf.1976,OLS_Rrtm3chd7C5,23.0,31.0,[ 1  2  3  4  5  6  7  8  9 10 11 12],annual,unitless,Shoreline,get_LakeStatus,0.803743589893125,0.816993718120794,0.013250128227669022
125,Didwana.Singh.1972,OLS_R4YTlXp5Scl,27.33,74.58,[ 1  2  3  4  5  6  7  8  9 10 11 12],annual,unitless,Shoreline,get_LakeStatus,0.8058408234483191,0.7958671754786732,-0.009973647969645838
126,Kow.Macumber.1977,OLS_RoBxNxe0ixb,-36.2,144.3,[ 1  2  3  4  5  6  7  8  9 10 11 12],annual,unitless,Shoreline,get_LakeStatus,0.2319370287567829,-0.29864644410028957,-0.5305834728570724
127,Chiconahuapan.Tropical.1984,OLS_R2IDZP9z5wp,19.13,260.33,[ 1  2  3  4  5  6  7  8  9 10 11 12],annual,unitless,Shoreline,get_LakeStatus,-0.2656229912265329,0.010959155768567048,0.2765821469950999
128,Selima.Haynes.1979,OLS_R1vmDg2WuOy,21.32,29.34,[ 1  2  3  4  5  6  7  8  9 10 11 12],annual,unitless,Shoreline,get_LakeStatus,0.8295603304322047,0.8713653444999037,0.04180501406769899
129,Bougdouma.Gasse.1987,OLS_RgJGZeaw0md,13.3,11.7,[ 1  2  3  4  5  6  7  8  9 10 11 12],annual,unitless,Shoreline,get_LakeStatus,0.0832380097830228,0.2851235352699194,0.2018855254868966
